num, name, organism, type, Dataset, Platforms, samples, series1,series2
16900,The prognostic role of a gene signature from tumorigenic breast-cancer cells.,Homo sapiens,Expression profiling by array,NoData,NoData,24,GSE6883,GSE6883
16901,Microarray Analysis of Baboon neonates consuming long-chain polyunsaturated fatty acid formula,Homo sapiens; Papio anubis,Expression profiling by array,GDS2652,GPL570,12,GSE6519,GSE6519
16902,Expression data from different karyotypic human embryonic stem cells,Homo sapiens,Expression profiling by array,NoData,GPL570,4,GSE7234,GSE7234
16903,Cytokine treated normal human epidermal keratinocytes,Homo sapiens,Expression profiling by array,GDS2611,GPL570,25,GSE7216,GSE7216
16904,Comparative analysis of cellular mRNA incorporation into MLV and HIV1 virus-like particles,Homo sapiens,Expression profiling by array,NoData,GPL570,4,GSE7213,GSE7213
16905,Three Reactive Compartments in Venous Malformations,Homo sapiens,Expression profiling by array,NoData,GPL1708,4,GSE7190,GSE7190
16906,CD133+ and CD133- CSC lines in primary human GBM,Homo sapiens,Expression profiling by array,GDS2728,GPL570,6,GSE7181,GSE7181
16907,Gene expression in asbestos exposed lung cells,Homo sapiens,Expression profiling by array,GDS2604,GPL570,27,GSE6013,GSE6013
16908,Neuronal differentiation of ES cells,Homo sapiens,Expression profiling by array,NoData,GPL4227,9,GSE5609,GSE5609
16909,Expression data from 23 breast cancer cell lines,Homo sapiens,Expression profiling by array,NoData,GPL97 GPL96,46,GSE6569,GSE6569
16910,hGRβ: Elucidation of its Role in Transcriptional Regulation and Identification of a Ligand,Homo sapiens,Expression profiling by array,NoData,GPL887,24,GSE5310,GSE5310
16911,Caco-2 incubation with different doses of Lactobacillus,Homo sapiens,Expression profiling by array,NoData,GPL3501,14,GSE4325,GSE4325
16912,Effect of insulin infusion on human skeletal muscle,Homo sapiens,Expression profiling by array,NoData,NoData,24,GSE7146,GSE7146
16913,Time course expression data of human cell lines infected with dengue virus serotype2 NGC,Homo sapiens,Expression profiling by array,NoData,GPL4452,67,GSE6239,GSE6239
16914,Genes involved in doxorubicin drug resistance in 143b osteosarcoma cell line,Homo sapiens,Expression profiling by array,NoData,GPL2869,4,GSE3362,GSE3362
16915,Gene expression profiles of head and neck squamous cell carcinoma (HNSCC) cell lines,Homo sapiens,Expression profiling by array,NoData,GPL1291,8,GSE7073,GSE7073
16916,UPF1-depleted HeLa cells - effect on physiological targets,Homo sapiens,Expression profiling by array,GDS2781,GPL96,6,GSE7009,GSE7009
16917,Definition of clinically distinct molecular subtypes in estrogen receptor positive breast carcinomas using genomic grade,Homo sapiens,Expression profiling by array,NoData,GPL96 GPL97 GPL570,741,GSE6532,GSE6532
16918,Gene expression changes induced by heavy metals and other chemicals ,Homo sapiens,Expression profiling by array,GDS2780,GPL201,30,GSE6907,GSE6907
16919,Expression data from A673 cell line treated with compounds at several doses and time points,Homo sapiens,Expression profiling by array,GDS2733,GPL4685,68,GSE6930,GSE6930
16920,Gene expression signatures that predict radiation exposure,Mus musculus; Homo sapiens,Expression profiling by array,NoData,GPL4782 GPL4783,106,GSE6874,GSE6874
16921,Gene expression signatures that predict radiation exposure (human),Homo sapiens,Expression profiling by array,NoData,GPL4782,78,GSE6871,GSE6871
16922,Microarray based Gene expression profiling of Cervical Cancer in India,Homo sapiens,Expression profiling by array,NoData,GPL3515 GPL4926 GPL3516,29,GSE4482,GSE4482
16923,Gene expression profiling of B lymphocytes and plasma cells from WaldenstrÖm’s macroglobulinemia.,Homo sapiens,Expression profiling by array,GDS2643,GPL96,56,GSE6691,GSE6691
16924,Genome-wide gene expression differences between Crohn’s and ulcerative colitis from endoscopic pinch biopsies: ,Homo sapiens,Expression profiling by array,GDS2642,GPL8300,36,GSE6731,GSE6731
16925,HeLa cells and MCF10A cells subject to EGF stimulation,Homo sapiens,Expression profiling by array,NoData,GPL96 GPL571,20,GSE6786,GSE6786
16926,Expression data from MCF10A cells subject to EGF stimulation,Homo sapiens,Expression profiling by array,GDS2622,GPL571,13,GSE6784,GSE6784
16927,Expression data from HELA cells subject to EGF stimulation,Homo sapiens,Expression profiling by array,GDS2623,GPL96,7,GSE6783,GSE6783
16928,Molecular Marker for predicting development of cancer in ulcerative colitis,Homo sapiens,Expression profiling by array,NoData,GPL570,121,GSE3629,GSE3629
16929,Identification of epigenetically silenced genes in tumor endothelial cells,Homo sapiens,Expression profiling by array,NoData,GPL885,4,GSE7132,GSE7132
16930,TGF-beta1 and 2 treatment of human trabecular meshwork cells (Russell-3U24NS043571-01S1-2),Homo sapiens,Expression profiling by array,NoData,GPL96,6,GSE7144,GSE7144
16931,Gene expression data from hypothalamic hamartomas (HH) obtained from patients with or without precocious puberty (CPP),Homo sapiens,Expression profiling by array,GDS3110,GPL96,4,GSE7142,GSE7142
16932,Gene profiling of responders and non-responders to antiviral therapies peg interferon and ribavirin against hepatitis C,Homo sapiens,Expression profiling by array,NoData,GPL96,397,GSE7123,GSE7123
16933,Comparison of the expression profiles of human B cell lines.,Homo sapiens,Expression profiling by array,GDS3147,GPL3465,6,GSE4407,GSE4407
16934,Gene expression analysis of bronchial epithelial cells stimulated by different airway pathogens.,Homo sapiens,Expression profiling by array,GDS2606,GPL571,11,GSE6802,GSE6802
16935,Basal-like phenotype is not associated with patient survival in estrogen receptor negative breast cancers,Homo sapiens,Expression profiling by array,NoData,GPL3883,100,GSE6768,GSE6768
16936,Comparative analysis of a CML cell line resistant to cyclophosphamide using oligonucleotide arrays and response to TKI,Homo sapiens,Expression profiling by array,GDS2729,GPL8300,10,GSE7114,GSE7114
16937,Comparison of transcriptional profiles of CD4+ and CD8+ T cells from HIV-infected pateints and uninfected control group,Homo sapiens,Expression profiling by array,GDS2649,GPL96,40,GSE6740,GSE6740
16938,The effects of IL-10 on the gene expression of LPS-activated activated dendritic cells,Homo sapiens,Expression profiling by array,NoData,GPL201,13,GSE7095,GSE7095
16939,A genomic screen for activators of the antioxidant response element,Homo sapiens,Expression profiling by array,GDS2653,GPL570,6,GSE6451,GSE6451
16940,Genes regulated by vitamin D in bronchial smooth muscle cells,Homo sapiens,Expression profiling by array,GDS2628,GPL570,6,GSE5145,GSE5145
16941,Gene expression patterns associated with p53 status in breast cancer,Homo sapiens,Expression profiling by array,NoData,GPL887 GPL885,48,GSE3178,GSE3178
16942,CodeLink Expression Data from primary prostate tumor and prostate tumor metastases,Homo sapiens,Expression profiling by array,NoData,GPL2891,31,GSE6752,GSE6752
16943,Treatment of cultured human aortic endothelial cells with oligomeric procyanidins extracts,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE5556,GSE5556
16944,Chorionic villi cells,Homo sapiens,Expression profiling by array,NoData,GPL96,2,GSE7021,GSE7021
16945,Whole human genome DNA microarray analysis of gene expression in ectopic vs. eutopic endometrium,Homo sapiens,Expression profiling by array,GDS3092,GPL2895,22,GSE5108,GSE5108
16946,Ewing samples and EWS-FLI-1 inhibited Ewing cell lines,Homo sapiens,Expression profiling by array,NoData,GPL96,39,GSE7007,GSE7007
16947,CD34+ and Treatment with UTP,Homo sapiens,Expression profiling by array,GDS2904,GPL96,6,GSE3005,GSE3005
16948,Genes regulated in MPTP-treated macaques,Homo sapiens; Macaca fascicularis,Expression profiling by array,NoData,GPL96,66,GSE4550,GSE4550
16949,Gene Expression in Human Conjunctiva and Cornea,Homo sapiens,Expression profiling by array,GDS2682,GPL96,6,GSE5543,GSE5543
16950,"Expression data from hsr containing human embryonic stem cell line, H14, and parent H14  human embryonic stem cell line.",Homo sapiens,Expression profiling by array,NoData,GPL570,4,GSE6561,GSE6561
16951,Transcriptional profile of breast cancer cell lines after treatment with docetaxel.,Homo sapiens,Expression profiling by array,NoData,GPL4338,31,GSE5149,GSE5149
16952,Whole-genome gene expression variation in 210 unrelated HapMap individuals,Homo sapiens,Expression profiling by array,NoData,GPL2507,480,GSE6536,GSE6536
16953,Gene expression profile of human dendritic cells after infection with A. fumigatus,Homo sapiens,Expression profiling by array,GDS2749,GPL570,4,GSE6965,GSE6965
16954,Synthesis and Anticancer Properties of Water-Soluble Zinc Ionophores 2,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE6962,GSE6962
16955,Synthesis and Anticancer Properties of Water-Soluble Zinc Ionophores 1,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE6960,GSE6960
16956,Synthesis and Anticancer Properties of Water-Soluble Zinc Ionophore: Cell Culture and Xenograft Model,Homo sapiens,Expression profiling by array,NoData,GPL570,24,GSE6972,GSE6972
16957,Identification and characterization of small molecule inducers of epidermal keratinocyte differentiation,Homo sapiens,Expression profiling by array,GDS2732,GPL96,18,GSE6932,GSE6932
16958,Expression in Superior Frontal Gyrus of normal individuals or females of different ages affected by Rett syndrome,Homo sapiens,Expression profiling by array,GDS2613,GPL8300,6,GSE6955,GSE6955
16959,Identification of genes that are linked with optineurin expression,Homo sapiens,Expression profiling by array,GDS2892,GPL570,6,GSE6819,GSE6819
16960,Utricle Laser Timecourse,Gallus gallus; Homo sapiens; Mus musculus,Expression profiling by array,NoData,GPL4384,33,GSE6052,GSE6052
16961,Cochlea Laser Timecourse,Gallus gallus; Homo sapiens; Mus musculus,Expression profiling by array,NoData,GPL4384,77,GSE6051,GSE6051
16962,Cochlea Neomycin Timecourse,Gallus gallus; Mus musculus; Homo sapiens,Expression profiling by array,NoData,GPL4384,51,GSE6050,GSE6050
16963,"Cord Blood-Derived Mesenchymal Stem Cells with Distinct Growth Kinetics, Differentiation Potentials, Expression Profiles",Homo sapiens,Expression profiling by array,NoData,NoData,18,GSE6029,GSE6029
16964,Differential gene expression of IMR32 cells expressing 69-kDa or 82-kDa CHAT proteins,Homo sapiens,Expression profiling by array,NoData,GPL96,9,GSE3506,GSE3506
16965,Characterizing the expression of human olfactory receptor genes,Homo sapiens; Pan troglodytes; Rattus norvegicus; Canis lupus familiaris,Expression profiling by array,NoData,GPL4335,16,GSE5969,GSE5969
16966,Utricle Neomycin Timecourse,Mus musculus; Gallus gallus; Homo sapiens,Expression profiling by array,NoData,GPL4384,65,GSE5991,GSE5991
16967,Profiles of global gene expression in ionizing radiation-damaged human diploid fibroblasts ,Homo sapiens,Expression profiling by array,NoData,GPL885 GPL887,36,GSE6902,GSE6902
16968,Transcripts targeted by the microRNA-16 family cooperatively regulate cell cycle progression,Homo sapiens,Expression profiling by array,NoData,GPL3991 GPL4372,71,GSE6838,GSE6838
16969,Gene expression associated with gemcitabine resistance and its reversal by bexarotene,Homo sapiens,Expression profiling by array,GDS2777,GPL96,20,GSE6914,GSE6914
16970,Identification of molecular predictors of response in a study of tipifarnib treatment in relapsed and refractory AML,Homo sapiens,Expression profiling by array,NoData,GPL96,58,GSE5122,GSE5122
16971,Expression Data from Normal and Prostate Tumor Tissues,Homo sapiens,Expression profiling by array,NoData,NoData,504,GSE6919,GSE6919
16972,Expression data from retinoblastoma,Homo sapiens,Expression profiling by array,GDS2530,GPL96,12,GSE5222,GSE5222
16973,Immature dendritic cells under hypoxic condition,Homo sapiens,Expression profiling by array,GDS2750,GPL570,6,GSE6863,GSE6863
16974,Endothelial cell culture with Chapel Hill Ultrafine particle,Homo sapiens,Expression profiling by array,GDS2565,GPL570,8,GSE4567,GSE4567
16975,Changes in transcription profile in pelvic organ fibroblasts in response to stretch,Homo sapiens,Expression profiling by array,NoData,GPL4779,3,GSE6862,GSE6862
16976,Temporal transcriptional response of endothelial cells to aqueous cigarette smoke extract exposure,Homo sapiens,Expression profiling by array,NoData,GPL4781,6,GSE6854,GSE6854
16977,Identification of genes directly regulated by the oncogene ZNF217 using ChIP-chip assays (Expression Data),Homo sapiens,Expression profiling by array,NoData,GPL2507,6,GSE6627,GSE6627
16978,Genes Directly Regulated by the Oncogene ZNF217 Using ChIP-chip Assays on ENCODE and Promoter Arrays and Expression Data,Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by genome tiling array,NoData,NoData,43,GSE6634,GSE6634
16979,Effect of Age on Gene Expression Profiles in Rhesus Monkey Bone Marrow-Derived Mesenchymal Stem Cells,Macaca mulatta; Homo sapiens,Expression profiling by array,NoData,GPL96,11,GSE6814,GSE6814
16980,Induced Senescence in HeLa Cells,Homo sapiens,Expression profiling by array,NoData,GPL4693,16,GSE6805,GSE6805
16981,Replicative Senescence in Primary Fibroblasts,Homo sapiens,Expression profiling by array,NoData,GPL4693,4,GSE6762,GSE6762
16982,HeLa/16E6-16E7d21-24 Cells (Wild-type E2-infected vs. Mutant E2-infected),Homo sapiens,Expression profiling by array,NoData,GPL4693,4,GSE6761,GSE6761
16983,HeLa/16E6-16E7 Cells (Wild-type E2-infected vs. Mutant E2-infected),Homo sapiens,Expression profiling by array,NoData,GPL4693,4,GSE6760,GSE6760
16984,HeLa/16E6 Cells (Wild-type E2-infected vs. Mutant E2-infected),Homo sapiens,Expression profiling by array,NoData,GPL4693,4,GSE6759,GSE6759
16985,HeLa/16E6 Cells (Wild-type E2-infected vs. Mock-infected),Homo sapiens,Expression profiling by array,NoData,GPL4693,4,GSE6758,GSE6758
16986,Cerebellum Control (Alzheimer's disease control),Homo sapiens,Expression profiling by array,NoData,GPL4757,10,GSE6778,GSE6778
16987,Cerebellum Alzheimer's Disease,Homo sapiens,Expression profiling by array,NoData,GPL4757,10,GSE6777,GSE6777
16988,Temporal Cortex Alzheimer's Disease,Homo sapiens,Expression profiling by array,NoData,GPL4757,10,GSE6775,GSE6775
16989,Temporal Cortex Control (Alzheimer's disease control),Homo sapiens,Expression profiling by array,NoData,GPL4757,10,GSE6774,GSE6774
16990,Temporal neocortex mesial temporal lobe epilepsy,Homo sapiens,Expression profiling by array,NoData,GPL4757,10,GSE6773,GSE6773
16991,Temporal Cortex Control (mesial temporal lobe epilepsy control),Homo sapiens,Expression profiling by array,NoData,GPL4757,10,GSE6771,GSE6771
16992,Temporal lobe epilepsy and Alzheimer's disease,Homo sapiens,Expression profiling by array,NoData,GPL4757,60,GSE6834,GSE6834
16993,"1,25 (OH)2 vitamin D3 induces expression of CCR10 and other genes",Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE6743,GSE6743
16994,genome-wide expression analysis of the highly metastatic lung cancer cell line NCI-H460-LNM35,Homo sapiens,Expression profiling by array,NoData,GPL3696 GPL3694,8,GSE4705,GSE4705
16995,"Gene expression-based, individualized outcome prediction for surgically treated lung cancer patients",Homo sapiens,Expression profiling by array,NoData,GPL3694 GPL3696,100,GSE4716,GSE4716
16996,Expression data from head and neck squamous cell carcinoma,Homo sapiens,Expression profiling by array,GDS2520,GPL8300,44,GSE6631,GSE6631
16997,Gene expression of growing antler in Cervus elaphus,Homo sapiens; Cervus elaphus,Expression profiling by array,NoData,GPL570,4,GSE4064,GSE4064
16998,Expression data from Normal Prostate Tissue Adjacent to Tumor,Homo sapiens,Expression profiling by array,NoData,GPL93 GPL8300 GPL92,181,GSE6608,GSE6608
16999,Expression data from Primary Prostate Tumor,Homo sapiens,Expression profiling by array,NoData,GPL93 GPL8300 GPL92,196,GSE6606,GSE6606
17000,Expression data from Metastatic Prostate Tumor,Homo sapiens,Expression profiling by array,NoData,GPL92 GPL8300 GPL93,75,GSE6605,GSE6605
17001,Expression data from Normal Prostate Tissue free of any pathological alteration,Homo sapiens,Expression profiling by array,NoData,GPL8300 GPL92 GPL93,52,GSE6604,GSE6604
17002,miRNA let-7a-3 overexpression in lung cancer cell line A549,Homo sapiens,Expression profiling by array,NoData,GPL3050,4,GSE6474,GSE6474
17003,Comparison of gene expression data from human and mouse breast cancers: Identification of conserved breast tumor genes,Homo sapiens,Expression profiling by array,NoData,GPL96,26,GSE6596,GSE6596
17004,Expression data from human skin biposies (lesional and uninvolved) from psoriatic patients,Homo sapiens,Expression profiling by array,GDS2518,GPL96,26,GSE6710,GSE6710
17005,Characterization of Gene Expression At the Human Maternal-Fetal Interface,Homo sapiens,Expression profiling by array,NoData,NoData,72,GSE5999,GSE5999
17006,Expression Profiling of Oct4/GCTM2 Imunosorted Human ES cells,Homo sapiens,Expression profiling by array,NoData,GPL3348,21,GSE4020,GSE4020
17007,Washington Human Monocyte Macrophage Profiles,Homo sapiens,Expression profiling by array,NoData,GPL3966 GPL3967,96,GSE5207,GSE5207
17008,Convergence of TCR and IL-7 pathways leads to FOXO3a phosphorylation and drives the survival of C. Memory CD4+ T cells,Homo sapiens,Expression profiling by array,NoData,GPL3639 GPL3637,39,GSE4741,GSE4741
17009,"Gene expression analysis of IOSE cells treated with TGFb1, a time course study",Homo sapiens,Expression profiling by array,GDS2975,GPL570,8,GSE6653,GSE6653
17010,Differential gene expression in regulatory T-cells after activation by temporary contact with dendritic cells,Homo sapiens,Expression profiling by array,NoData,GPL96,2,GSE3996,GSE3996
17011,Allelic Differences Account for Gene Expression Differences Among Population.,Homo sapiens,Expression profiling by array,NoData,GPL201,208,GSE5859,GSE5859
17012,IFN-gamma alters the response of Borrelia burgdorferi-activated endothelium to favor chronic inflammation,Homo sapiens,Expression profiling by array,NoData,GPL570,8,GSE6092,GSE6092
17013,A Genome-wide Screen for Hypermethylated Genes in Lung Cancer,Homo sapiens,Expression profiling by array,NoData,GPL570,42,GSE5816,GSE5816
17014,Expression data from primary human keratinocytes,Homo sapiens,Expression profiling by array,NoData,GPL571,6,GSE6559,GSE6559
17015,Identification of genes regulated by overexpressed SF-1 in human adrenocortical cells,Homo sapiens,Expression profiling by array,NoData,GPL1456,4,GSE5911,GSE5911
17016,Androgen responsive intronic non-coding RNAs,Homo sapiens,Expression profiling by array,NoData,GPL3985,58,GSE5345,GSE5345
17017,Vanadium pentoxide induced gene expression in human lung fibroblasts,Homo sapiens,Expression profiling by array,GDS2535,GPL571,45,GSE5339,GSE5339
17018,"Gnotobiotic mouse cecal epithelium; B.thetaiotaomicron-B. longum mono- versus bi-association, PR chow, NMRI",Homo sapiens; Mus musculus,Expression profiling by array,NoData,GPL1261 GPL1981,16,GSE5870,GSE5870
17019,Transcriptomics in cardiac surgery,Homo sapiens,Expression profiling by array,GDS2772,GPL570,40,GSE4386,GSE4386
17020,Dysregulation of the circulating and tissue-based renin-angiotensin system in preeclampsia,Homo sapiens,Expression profiling by array,GDS2548,GPL570,6,GSE6573,GSE6573
17021,Up-regulation of translational machinery and distinct genetic subgroups characterize hyperdiploidy in multiple myeloma,Homo sapiens,Expression profiling by array,NoData,GPL96,102,GSE6401,GSE6401
17022,Distinct transcriptional and genetic features associated with chromosome 13 deletion in multiple myeloma,Homo sapiens,Expression profiling by array,NoData,GPL96,90,GSE6365,GSE6365
17023,Gene expression profiles of T-lymphocytes are sensitive to the influence of heavy smoking,Homo sapiens,Expression profiling by array,GDS2563,GPL571,6,GSE4806,GSE4806
17024,Simvastatin has an anti-inflammatory effect on macrophages via upregulation of Kruppel-like factor-2,Homo sapiens,Expression profiling by array,NoData,GPL570,9,GSE4883,GSE4883
17025,Role of coactivator SRC-1/NcoA-1 for IL-6 target gene induction in HepG2 cells,Homo sapiens,Expression profiling by array,NoData,GPL96,12,GSE4885,GSE4885
17026,Gene expression profile of nickel-stimulated HUVEC,Homo sapiens,Expression profiling by array,GDS2536,GPL96,8,GSE4852,GSE4852
17027,House keeping gene analysis - carcinoids and normal mucosa,Homo sapiens,Expression profiling by array,NoData,GPL96,36,GSE6272,GSE6272
17028,Identification of genes specifically over-expressed in lupus CD4 T and B cells,Homo sapiens,Expression profiling by array,NoData,GPL570,49,GSE4588,GSE4588
17029,Gene Expression analyses in PBMCs and T-lymphocytes following acute exhausting exercise,Homo sapiens,Expression profiling by array,GDS2754,GPL571,12,GSE6053,GSE6053
17030,"Parkinson's disease vs. controls, whole blood",Homo sapiens,Expression profiling by array,GDS2519,GPL96,105,GSE6613,GSE6613
17031,Human myeloma cell lines gene expression profiling,Homo sapiens,Expression profiling by array,NoData,GPL96,23,GSE6205,GSE6205
17032,EC_interferon,Homo sapiens,Expression profiling by array,GDS2516,GPL96,23,GSE3920,GSE3920
17033,Acute and Chronic Environmental Tobacco Smoke Condensate Exposure to Primary Human Bronchial Epithelial Cells,Homo sapiens,Expression profiling by array,NoData,GPL127,24,GSE4234,GSE4234
17034,Gene expression analysis of Peripheral T-cell Lymphoma/Unspecified,Homo sapiens,Expression profiling by array,NoData,GPL570,60,GSE6338,GSE6338
17035,Expression data from quadriceps muscle of young DMD patients and age matched controls,Homo sapiens,Expression profiling by array,GDS3027,GPL96,37,GSE6011,GSE6011
17036,High Expression Levels of Keratinocyte Antimicrobial Proteins in Psoriasis Compared with Atopic Dermatitis.,Homo sapiens,Expression profiling by array,NoData,GPL4695,6,GSE6601,GSE6601
17037,MSX2 enhances the malignant phenotype and associates with Twist 1 expression in human pancreatic cancer,Homo sapiens,Expression profiling by array,NoData,GPL2895,2,GSE6585,GSE6585
17038,Integrative Molecular Concepts Modeling of Prostate Cancer Progression,Homo sapiens,Expression profiling by array,GDS3289,GPL2013,104,GSE6099,GSE6099
17039,NOTCH signaling in T-cell acute lymphoblastic leukemia cell lines,Homo sapiens,Expression profiling by array,GDS2794,GPL570,6,GSE6495,GSE6495
17040,MCF7 inhibitor,Homo sapiens,Expression profiling by array,NoData,GPL570,37,GSE6521,GSE6521
17041,Microarray analysis shows multiple signaling pathways are involved in basal cell carcinoma growth,Homo sapiens,Expression profiling by array,NoData,GPL3877,31,GSE6520,GSE6520
17042,"airway epithelium, large airways, pre and post-mechanical injury",Homo sapiens,Expression profiling by array,GDS2495,GPL570,22,GSE5372,GSE5372
17043,Acne lesion vs. normal skin. Also includes non-acne patients' normal skin samples.,Homo sapiens,Expression profiling by array,GDS2478,GPL571,18,GSE6475,GSE6475
17044,MCF7 dose response,Homo sapiens,Expression profiling by array,GDS2626,GPL571,57,GSE6462,GSE6462
17045,Diffuse large B cell lymphomas,Homo sapiens,Expression profiling by array,NoData,GPL3255,54,GSE3892,GSE3892
17046,An inflammation-induced mechanism for leukocyte transmigration of lymphatic vessel endothelium.,Homo sapiens; Mus musculus,Expression profiling by array,GDS2484,GPL1261 GPL570,8,GSE6257,GSE6257
17047,Docetaxel treatment of sensitve and resistant patients,Homo sapiens,Expression profiling by array,GDS360,GPL8300,24,GSE6434,GSE6434
17048,IMR-90 cells: Tissue Culture Polystyrene or Collagen Mesh Time Course,Homo sapiens,Expression profiling by array,GDS395,GPL96,32,GSE6432,GSE6432
17049,HeLa CD4+ transfection with epitope-tagged eTat or parental vector,Homo sapiens,Expression profiling by array,GDS449,GPL8300,36,GSE6431,GSE6431
17050,"HGPC, in monolayer, 0.5 vs. 20% serum, complete",Homo sapiens,Expression profiling by array,NoData,GPL8300,4,GSE6429,GSE6429
17051,Spheroid Formation and Recovery of Human Foreskin Fibroblasts and T98G Glioma Cells at Ambient Temperature,Homo sapiens,Expression profiling by array,NoData,GPL570,24,GSE4219,GSE4219
17052,Spheroid Formation and Recovery of Human T98G Glioma Cells at Ambient Temperature,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE4218,GSE4218
17053,Spheroid Formation and Recovery of Human Foreskin Fibroblasts at Ambient Temperature,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE4217,GSE4217
17054,Specific transcriptional changes in human fetus with autosomal trisomies ,Homo sapiens,Expression profiling by array,NoData,GPL570,21,GSE6283,GSE6283
17055,Cultured A549 lung cancer cells treated with actinomycin D and sapphyrin PCI-2050,Homo sapiens,Expression profiling by array,GDS2499,GPL570,12,GSE6400,GSE6400
17056,mRNA expression profiling of p63-depleted versus wildtype ME180 cells,Homo sapiens,Expression profiling by array,GDS2534,GPL570,6,GSE5993,GSE5993
17057,Effects of DKK1 on gene expression on melanocytes,Homo sapiens,Expression profiling by array,,,0,GSE5515,GSE5515
17058,Genomic Analysis of effect of bufalin on HL60 Cells,Homo sapiens,Expression profiling by array,NoData,GPL4582,4,GSE6347,GSE6347
17059,Lymphoblastoid cell lines of families with Mitochondrial Myopathy and Sideroblastic Anemia,Homo sapiens,Expression profiling by array,NoData,GPL2507,15,GSE6374,GSE6374
17060,Prostate Adenocarcinoma Progression,Homo sapiens,Expression profiling by array,NoData,GPL570,2,GSE6369,GSE6369
17061,Graded Expression of IRF4 Coordinates Isotype Switching with Plasma Cell Differentiation,Homo sapiens; Mus musculus,Expression profiling by array,NoData,GPL3278 GPL4540,27,GSE6337,GSE6337
17062,Effects of laughter on gene expression profiles patients with type 2 diabetes (Tenri),Homo sapiens,Expression profiling by array,NoData,GPL1708,4,GSE4901,GSE4901
17063,"Gene expression in Stage 1,2 Normal and Tumor kidney cancer",Homo sapiens,Expression profiling by array,NoData,NoData,40,GSE6344,GSE6344
17064,Analysis of CD38+ and CD38- sub-clones derived from the same CLL patient,Homo sapiens,Expression profiling by array,GDS2676,GPL571,12,GSE6321,GSE6321
17065,Anaplastic Lymphoma Kinase signature,Homo sapiens,Expression profiling by array,NoData,GPL96,33,GSE6184,GSE6184
17066,Expression profiling defines a recurrence signature in lung squamous cell carcinoma,Homo sapiens,Expression profiling by array,NoData,GPL3877,51,GSE5123,GSE5123
17067,Microarray analysis of gene expression from MDA-MB-231 cells,Homo sapiens,Expression profiling by array,NoData,GPL96,2,GSE6324,GSE6324
17068,Screening for differentially expressed genes in patients with a novel immunodeficiency syndrome,Homo sapiens,Expression profiling by array,GDS2723,GPL96,4,GSE6322,GSE6322
17069,Sample Matching by Inferred Agonal Stress in Gene Expression Analyses of the Brain,Homo sapiens,Expression profiling by array,NoData,GPL4557,1218,GSE6306,GSE6306
17070,Influence of beverages on blood gene expression,Homo sapiens,Expression profiling by array,GDS2767,GPL96,108,GSE3846,GSE3846
17071,"Airway epithelium, large and small airways, phenotypically normal smokers, non-smokers, early COPD and COPD",Homo sapiens,Expression profiling by array,NoData,GPL96 GPL80 GPL570,124,GSE5060,GSE5060
17072,"Airway epithelium, large airways, phenotypically normal smokers vs non-smokers, MAS5 (HG-U133 2.0)",Homo sapiens,Expression profiling by array,GDS2491,GPL570,9,GSE5059,GSE5059
17073,"Airway epithelium, small airways, normal non-smokers, phenotypic normal smokers, smokers with COPD and early COPD",Homo sapiens,Expression profiling by array,NoData,GPL570,39,GSE5058,GSE5058
17074,"Airway epithelium, large airways, phenotypically normal smokers vs non-smokers, MAS5 (HG-U133A)",Homo sapiens,Expression profiling by array,GDS2490,GPL96,11,GSE5057,GSE5057
17075,"Airway epithelium, large airways, phenotypically normal smokers vs non-smokers, MAS5 (HuGeneFL)",Homo sapiens,Expression profiling by array,GDS2489,GPL80,44,GSE5056,GSE5056
17076,Expression data of small airway epithelium from phenotypically normal smokers and non-smokers,Homo sapiens,Expression profiling by array,GDS2486,GPL570,22,GSE4498,GSE4498
17077,Transcriptomes of Clostridium novyi-NT,Homo sapiens; Mus musculus; Clostridium novyi NT,Expression profiling by array,NoData,GPL4463,30,GSE6087,GSE6087
17078,An injected bacterial effector targets chromatin access for NF-kB as a strategy to shape transcription of immune genes,Homo sapiens,Expression profiling by array,NoData,GPL96,8,GSE6082,GSE6082
17079,Gene Expression Profiles of Epigenetic treatment in primary breast cancer.,Homo sapiens,Expression profiling by array,NoData,GPL2895,4,GSE6304,GSE6304
17080,Candidate genes correlated with progression to androgen-resistant stage in the LuCaP 23.1 xenograft model. ,Mus musculus; Homo sapiens,Expression profiling by array,NoData,GPL4562,3,GSE6284,GSE6284
17081,Transcriptional Activation of Mitochondria Respiratory Chain by UV irradiation,Homo sapiens,Expression profiling by array,NoData,GPL2570,10,GSE3623,GSE3623
17082,Time course expression data of human cell lines infected with dengue virus,Homo sapiens,Expression profiling by array,NoData,GPL4452,69,GSE6048,GSE6048
17083,Identification of genes whose expression is modulated by the presence or absence of PTEN,Homo sapiens,Expression profiling by array,GDS2446,GPL96,5,GSE6263,GSE6263
17084,Identification of the gene transcription mediated by TGF-β-Smad2/3-Smad4 signaling,Homo sapiens,Expression profiling by array,NoData,GPL4525,7,GSE6242,GSE6242
