num, name, organism, type, Dataset, Platforms, samples, series
1197,"HIV-1 burden effect on mononuclear cell response to co-infection with Neisseria gonorrhoeae","Homo sapiens","Expression profiling by array, count, 2 agent, 3 dose sets","GDS1646","GPL571",11,"GSE2505"
1198,"Nitric oxide effect on soluble guanylate cyclase deficient cells","Homo sapiens","Expression profiling by array, count, 5 agent, 2 development stage sets","GDS1645","GPL80",42,"GSE2649"
1199,"Oncogene-induced sensescence in vitro model","Homo sapiens","Expression profiling by array, count, 5 cell line, 3 disease state sets","GDS1637","GPL96",10,"GSE2487"
1200,"Immortalized endothelial cell line response to atorvastatin","Homo sapiens","Expression profiling by array, count, 4 agent, 2 cell line sets","GDS1630","GPL96",16,"GSE2450"
1201,"Breast cancer cell lines response to chemotherapeutic drugs: time course","Homo sapiens","Expression profiling by array, log2 ratio, 4 agent, 4 cell line, 3 time sets","GDS1627","GPL550",83,"GSE1647"
1202,"Lymph node and tonsil comparison","Homo sapiens","Expression profiling by array, count, 2 tissue sets","GDS1618","GPL96",20,"GSE2665"
1203,"Motexafin gadolinium and zinc effect on Ramos B-cell lymphoma line","Homo sapiens","Expression profiling by array, count, 6 agent sets","GDS1617","GPL570",18,"GSE2964"
1204,"Ulcerative colitis and Crohn's disease comparison: peripheral blood mononuclear cells","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS1615","GPL96",127,"GSE3365"
1205,"Ionizing radiation effect on monocytic leukemia cells","Homo sapiens","Expression profiling by array, count, 2 other, 3 time sets","GDS1604","GPL570",8,"GSE4110"
1206,"Coronary artery atherosclerosis","Homo sapiens","Expression profiling by array, log2 ratio, 22 individual sets","GDS1597","GPL1790",51,"GSE2143"
1207,"Oral squamous cell carcinoma","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 9 other sets","GDS1584","GPL96",20,"GSE3524"
1208,"Lens epithelium-derived growth factor knockdown","Homo sapiens","Expression profiling by array, count, 2 protocol sets","GDS1580","GPL570",8,"GSE3485"
1209,"Endotoxin effect on leukocytes: time course (U133 2.0)","Homo sapiens","Expression profiling by array, count, 2 agent, 6 individual, 3 time sets","GDS1579","GPL570",18,"GSE3284"
1210,"Fibroblast response to serum: time course","Homo sapiens","Expression profiling by array, log2 ratio, 2 agent, 16 time sets","GDS1568","GPL2670",18,"GSE3945"
1211,"Host response to malaria","Homo sapiens","Expression profiling by array, log2 ratio, 8 disease state, 22 individual sets","GDS1563","GPL2614",28,"GSE2900"
1212,"Alveolar rhabdomyosarcoma","Homo sapiens","Expression profiling by array, log2 ratio, 2 genotype/variation sets","GDS1562","GPL2011",28,"GSE2787"
1213,"Permanent atrial fibrillation (HG-U133B)","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 2 tissue sets","GDS1559","GPL97",35,"GSE2240"
1214,"Atrial and ventricular myocardium comparison (HG-U133B)","Homo sapiens","Expression profiling by array, transformed count, 2 tissue sets","GDS1557","GPL97",25,"GSE2240"
1215,"Fullerene effect on vascular endothelial cells","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS1553","GPL570",4,"GSE3364"
1216,"Estrogen effect on estrogen receptor alpha positive breast cancer cell lines","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 3 cell line sets","GDS1549","GPL96",12,"GSE3529"
1217,"Neuroblastoma cell lines","Homo sapiens","Expression profiling by array, count, 4 cell line, 2 disease state sets","GDS1548","GPL96",4,"GSE1824"
1218,"Tumor necrosis factor effect on microvascular endothelial cells","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS1543","GPL96",6,"GSE2638"
1219,"Tumor necrosis factor effect on macrovascular umbilical vein endothelial cells","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS1542","GPL96",8,"GSE2639"
1220,"Fibroblast response to cytomegalovirus infection: time course","Homo sapiens","Expression profiling by array, log2 ratio, 2 infection, 3 time sets","GDS1530","GPL2779",12,"GSE3194"
1221,"Ovarian cancer cell lines","Homo sapiens","Expression profiling by array, transformed count, 3 cell type, 2 disease state sets","GDS1523","GPL1928",10,"GSE3001"
1222,"Mast cell activation via the Fc(epsilon)RI","Homo sapiens","Expression profiling by array, log2 ratio, 2 agent, 2 other, 3 time sets","GDS1520","GPL2824",6,"GSE3271"
1223,"Tamoxifen effect on normal endometrial epithelium","Homo sapiens","Expression profiling by array, count, 3 agent sets","GDS1510","GPL8300",6,"GSE3013"
1224,"Cultured skin substitute","Homo sapiens","Expression profiling by array, transformed count, 4 cell type, 6 individual sets","GDS1505","GPL96",16,"GSE3204"
1225,"Hutchinson-Gilford progeria syndrome: fibroblast  (HG-U133B)","Homo sapiens","Expression profiling by array, count, 6 cell line, 2 disease state sets","GDS1504","GPL97",18,"GSE3860"
1226,"Hutchinson-Gilford progeria syndrome: fibroblast (HG-U133A)","Homo sapiens","Expression profiling by array, count, 6 cell line, 2 disease state sets","GDS1503","GPL96",18,"GSE3860"
1227,"Hepatocyte nuclear factor 1beta mutant overexpression effect on embryonic kidney cells","Homo sapiens","Expression profiling by array, count, 3 genotype/variation, 2 protocol sets","GDS1499","GPL96",12,"GSE3308"
1228,"Obesity: adipocyte expression profile (HG-U95E)","Homo sapiens","Expression profiling by array, count, 2 disease state, 2 gender sets","GDS1498","GPL95",39,"GSE2508"
1229,"Obesity: adipocyte expression profile (HG-U95D)","Homo sapiens","Expression profiling by array, count, 2 disease state, 2 gender sets","GDS1497","GPL94",39,"GSE2508"
1230,"Obesity: adipocyte expression profile (HG-U95C)","Homo sapiens","Expression profiling by array, count, 2 disease state, 2 gender sets","GDS1496","GPL93",39,"GSE2508"
1231,"Obesity: adipocyte expression profile (HG-U95B)","Homo sapiens","Expression profiling by array, count, 2 disease state, 2 gender sets","GDS1495","GPL92",39,"GSE2508"
1232,"Obesity: preadipocyte expression profile (HG-U133B)","Homo sapiens","Expression profiling by array, count, 2 disease state, 2 gender sets","GDS1481","GPL97",28,"GSE2510"
1233,"Obesity: preadipocyte expression profile (HG-U133A)","Homo sapiens","Expression profiling by array, count, 2 disease state, 2 gender sets","GDS1480","GPL96",28,"GSE2510"
1234,"Carcinoma in situ lesions of the urinary bladder","Homo sapiens","Expression profiling by array, count, 6 specimen sets","GDS1479","GPL96",60,"GSE3167"
1235,"Intestinal epithelial cell response to probiotic Escherichia coli strain Nissle 1917","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS1478","GPL96",4,"GSE2232"
1236,"Transcription factor FoxM1 inactivation effect on breast cancer cell","Homo sapiens","Expression profiling by array, count, 3 protocol sets","GDS1477","GPL96",9,"GSE2222"
1237,"Uterine fibroids with fumarate hydratase mutations","Homo sapiens","Expression profiling by array, count, 2 genotype/variation sets","GDS1476","GPL96",22,"GSE2152"
1238,"Camptothecin effect on renal epithelial cell line and HIV transduction","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS1453","GPL96",4,"GSE2451"
1239,"HIV-1 infection effect on peripheral blood mononuclear cells","Homo sapiens","Expression profiling by array, count, 2 disease state, 4 other, 3 protocol sets","GDS1449","GPL201",87,"GSE2171"
1240,"Bronchial epithelial cell response to vanadium and zinc","Homo sapiens","Expression profiling by array, count, 3 agent sets","GDS1447","GPL96",12,"GSE2111"
1241,"PPARα  agonist ciprofibrate effect on liver","Macaca fascicularis; Homo sapiens","Expression profiling by array, count, 2 agent, 5 dose, 2 time sets","GDS1442","GPL8300",23,"GSE2853"
1242,"Melanoma cell lines treated with a DNA methylase inhibitor","Homo sapiens","Expression profiling by array, count, 2 agent, 4 cell line, 2 cell type sets","GDS1440","GPL80",6,"GSE1793"
1243,"Prostate cancer progression","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS1439","GPL570",19,"GSE3325"
1244,"Kidneys removed by laparoscopic donor nephrectomy ","Homo sapiens","Expression profiling by array, count, 2 protocol sets","GDS1438","GPL96",12,"GSE3297"
1245,"Cigarette smoking effect on alveolar macrophages","Homo sapiens","Expression profiling by array, count, 2 stress sets","GDS1436","GPL80",10,"GSE3212"
1246,"c-Myb and oncogenic variant v-Myb transcriptional activities ","Homo sapiens","Expression profiling by array, count, 3 infection sets","GDS1427","GPL570",6,"GSE2816"
1247,"Folic acid deficiency effect on colon cancer cells","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 2 dose sets","GDS1424","GPL2721",22,"GSE3099"
1248,"Lunasin effect on prostate epithelial cells","Homo sapiens","Expression profiling by array, count, 2 agent, 2 disease state sets","GDS1423","GPL96",4,"GSE2992"
1249,"Classical Hodgkin's lymphoma: T cell expression profile","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS1419","GPL8300",6,"GSE2657"
1250,"Candoxin effect on glial cells: time course","Homo sapiens","Expression profiling by array, count, 2 agent, 4 time sets","GDS1414","GPL96",12,"GSE1682"
1251,"Lipid peroxidation product 4-hydroxy-2-nonenal effect on cells: time course","Homo sapiens","Expression profiling by array, count, 2 agent, 4 dose, 2 time sets","GDS1413","GPL570",24,"GSE2397"
1252,"Hormone replacement therapy effect on whole blood","Homo sapiens","Expression profiling by array, log10 ratio, 2 protocol sets","GDS1412","GPL887",89,"GSE3492"
1253,"HCaRG overexpression in kidney cells","Homo sapiens","Expression profiling by array, count, 2 cell line sets","GDS1411","GPL570",4,"GSE2555"
1254,"Leukocyte inflammatory responses to lipopolysaccharide","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 2 other sets","GDS1407","GPL8300",12,"GSE3491"
1255,"Pulmonary type II cell differentiation","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS1405","GPL96",10,"GSE3306"
1256,"Various normal pure cell cultures","Homo sapiens","Expression profiling by array, count, 5 cell type, 30 tissue sets","GDS1402","GPL1449",61,"GSE3239"
1257,"CD34+ hematopoietic cells expanded in artificial matrix of fibrillar collagen I","Homo sapiens","Expression profiling by array, count, 2 growth protocol sets","GDS1401","GPL96",6,"GSE3003"
1258,"T cells infected with an HIV-based vector","Homo sapiens","Expression profiling by array, count, 3 agent sets","GDS1397","GPL96",9,"GSE2504"
1259,"Myelodysplastic syndrome","Homo sapiens","Expression profiling by array, count, 6 disease state sets","GDS1392","GPL96",28,"GSE2779"
1260,"Prostate cancer progression after androgen ablation","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS1390","GPL96",20,"GSE2443"
1261,"B-cell chronic lymphocytic leukemia progression","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS1388","GPL8300",21,"GSE2403"
1262,"c-Myb and its oncogenic variant v-Myb","Homo sapiens","Expression profiling by array, count, 4 agent sets","GDS1384","GPL96",8,"GSE2815"
1263,"Carboplatin sensitive and resistant ovarian carcinoma","Homo sapiens","Expression profiling by array, count, 2 disease state, 6 individual sets","GDS1381","GPL8300",18,"GSE1926"
1264,"Glioblastoma pseudopalisading cells","Homo sapiens","Expression profiling by array, count, 2 cell type sets","GDS1380","GPL96",17,"GSE2485"
1265,"Essential thrombocythemia","Homo sapiens","Expression profiling by array, count, 2 cell type, 2 disease state sets","GDS1376","GPL96",14,"GSE2006"
1266,"Cutaneous malignant melanoma","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS1375","GPL96",70,"GSE3189"
1267,"Peroxisome proliferator-activated receptor subtype activation effect on liver cell","Homo sapiens","Expression profiling by array, count, 4 agent, 4 cell line, 3 protocol sets","GDS1373","GPL96",12,"GSE2699"
1268,"Bone morphogenic protein 2 effect on idiopathic pulmonary arterial hypertension","Homo sapiens","Expression profiling by array, count, 2 agent, 2 disease state sets","GDS1372","GPL8300",7,"GSE2559"
1269,"Autophagy effect on the MHC class II antigenic peptide repertoire","Homo sapiens","Expression profiling by array, count, 2 stress, 2 time sets","GDS1369","GPL570",6,"GSE2435"
1270,"IFN-gamma primed macrophage response to IFN-gamma restimulation: time course","Homo sapiens","Expression profiling by array, count, 2 other, 2 protocol, 3 time sets","GDS1365","GPL8300",18,"GSE1925"
1271,"Ischemic and nonischemic cardiomyopathy comparison","Homo sapiens","Expression profiling by array, transformed count, 3 disease state sets","GDS1362","GPL96",37,"GSE1869"
1272,"Glucocorticoid effect on lens epithelial cells: time course","Homo sapiens","Expression profiling by array, count, 2 agent, 2 time sets","GDS1353","GPL96",12,"GSE3040"
1273,"Cigarette smoke effect on bronchial epithelial cells: time course","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 2 time sets","GDS1348","GPL1872",18,"GSE2302"
1274,"Neurogenic potential of mesenchymal stem cells","Homo sapiens","Expression profiling by array, log2 ratio, 2 agent, 3 cell type, 3 time sets","GDS1347","GPL2136",11,"GSE2776"
1275,"Papillary renal cell carcinoma classification","Homo sapiens","Expression profiling by array, transformed count, 4 disease state, 2 other sets","GDS1344","GPL570",34,"GSE2748"
1276,"Exercise effect on aged muscle","Homo sapiens","Expression profiling by array, count, 6 age, 6 individual, 2 protocol sets","GDS1340","GPL96",12,"GSE1786"
1277,"Duchenne Muscular Dystrophy response to oxandrolone (HG-U133B)","Homo sapiens","Expression profiling by array, count, 2 agent, 3 individual sets","GDS1334","GPL97",6,"GSE1764"
1278,"Duchenne Muscular Dystrophy response to oxandrolone (HG-U133A)","Homo sapiens","Expression profiling by array, count, 2 agent, 3 individual sets","GDS1333","GPL96",6,"GSE1764"
1279,"Huntington's disease: peripheral blood expression profile (Codelink Uniset 20K)","Homo sapiens","Expression profiling by array, transformed count, 3 disease state sets","GDS1332","GPL1449",31,"GSE1767"
1280,"Huntington's disease: peripheral blood expression profile (HG-U133A)","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS1331","GPL96",31,"GSE1751"
1281,"Crohn disease and ulcerative colitis comparison","Homo sapiens","Expression profiling by array, transformed count, 3 disease state sets","GDS1330","GPL284",31,"GSE1710"
1282,"Molecular apocrine breast tumors","Homo sapiens","Expression profiling by array, transformed count, 3 disease state sets","GDS1329","GPL96",49,"GSE1561"
1283,"Lens epithelial and lens cortical fiber cell comparison","Homo sapiens","Expression profiling by array, count, 2 tissue sets","GDS1327","GPL96",6,"GSE2256"
1284,"Breast cancer cells reexpressing estrogen receptor alpha response to 17beta-estradiol","Homo sapiens","Expression profiling by array, count, 2 agent, 2 protocol sets","GDS1326","GPL96",12,"GSE2251"
1285,"Telomerase reverse transcriptase overexpression effect on CD4+ lymphocytes","Homo sapiens","Expression profiling by array, count, 4 age, 3 agent sets","GDS1325","GPL96",4,"GSE2230"
1286,"T-cell acute lymphoblastic leukemia with CALM-AF10 fusion","Homo sapiens","Expression profiling by array, count, 2 genotype/variation, 3 protocol, 2 tissue sets","GDS1324","GPL96",23,"GSE2117"
1287,"Barrett's metaplasia progression to adenocarcinoma","Homo sapiens","Expression profiling by array, count, 3 disease state, 8 individual sets","GDS1321","GPL96",24,"GSE1420"
1288,"Scott syndrome B lymphoblast response to calcium ionophore","Homo sapiens","Expression profiling by array, count, 2 agent, 3 disease state, 3 individual sets","GDS1320","GPL8300",12,"GSE1028"
1289,"Umbilical vein endothelial cell response to shear stress and intraluminal pressure","Homo sapiens","Expression profiling by array, count, 4 stress sets","GDS1317","GPL96",8,"GSE1518"
1290,"Malignant melanoma cell lines","Homo sapiens","Expression profiling by array, count, 5 cell line sets","GDS1314","GPL96",5,"GSE1845"
1291,"GFAP-negative lamina cribrosa cell response to TGF-beta1","Homo sapiens","Expression profiling by array, transformed count, 2 agent sets","GDS1313","GPL96",4,"GSE2705"
1292,"Squamous lung cancer","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 5 individual sets","GDS1312","GPL96",10,"GSE3268"
1293,"Neonatal mononuclear cell response to lipopolysaccharide","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 2 cell type sets","GDS1310","GPL201",12,"GSE3140"
1294,"Cigarette smoking effect on small airway epithelium","Homo sapiens","Expression profiling by array, count, 2 stress sets","GDS1304","GPL96",11,"GSE3320"
1295,"Lethal congenital contracture syndrome","Homo sapiens","Expression profiling by array, count, 4 age, 2 disease state sets","GDS1295","GPL96",5,"GSE1481"
1296,"CD4+ lymphocyte polarization into Th1 and Th2 cells in the presence of TGFbeta: time course (HG-U95A)","Homo sapiens","Expression profiling by array, count, 5 agent, 2 other, 4 time sets","GDS1290","GPL8300",34,"GSE2770"
1297,"TNFalpha effect on epidermal keratinocytes in the presence of NF-kappa B inhibitor: time course","Homo sapiens","Expression profiling by array, count, 3 agent, 4 time sets","GDS1289","GPL8300",16,"GSE2489"
1298,"Mesenchymal precursor cells derived from embryonic stem cells","Homo sapiens","Expression profiling by array, count, 3 cell type sets","GDS1288","GPL96",6,"GSE2248"
1299,"Bone mineral density and circulating monocytes","Homo sapiens","Expression profiling by array, transformed count, 2 development stage, 2 disease state sets","GDS1287","GPL96",19,"GSE2208"
1300,"Esophageal cell response to low pH: time course","Homo sapiens","Expression profiling by array, count, 5 time sets","GDS1286","GPL96",10,"GSE2144"
1301,"Multiple myeloma molecular classification","Homo sapiens","Expression profiling by array, count, 5 cell type, 5 disease state sets","GDS1284","GPL96",50,"GSE2912"
1302,"Clear cell sarcoma of the kidney","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS1282","GPL96",35,"GSE2712"
1303,"Cigarette smoking effect on alveolar macrophage","Homo sapiens","Expression profiling by array, count, 3 agent sets","GDS1269","GPL570",45,"GSE2125"
1304,"Dukes B colon cancer recurrence","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS1263","GPL2006",16,"GSE2630"
1305,"Sickle cell plasma effect on pulmonary artery endothelial cells (HG-U133B)","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS1258","GPL97",32,"GSE1849"
1306,"Sickle cell plasma effect on pulmonary artery endothelial cells (HG-U133A)","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS1257","GPL96",33,"GSE1849"
1307,"IFN-gamma inflammatory effect on bronchial epithelial cells modulated by dexamethasone: time course","Homo sapiens","Expression profiling by array, count, 4 agent, 2 time sets","GDS1256","GPL8300",36,"GSE1815"
1308,"Pituitary adenoma subtypes","Homo sapiens","Expression profiling by array, count, 5 disease state sets","GDS1253","GPL96",5,"GSE2175"
1309,"Idiopathic pulmonary fibrosis","Homo sapiens","Expression profiling by array, count, 4 disease state sets","GDS1252","GPL1739",26,"GSE2052"
1310,"Atypical ductal hyperplasia and breast cancer","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS1250","GPL96",8,"GSE2429"
1311,"Toll-like receptor agonists synergistic effect on dendritic cells: time course","Homo sapiens","Expression profiling by array, count, 4 agent, 3 time sets","GDS1249","GPL570",21,"GSE2706"
1312,"Promyelocytic cell response to Anaplasma phagocytophilum infection","Homo sapiens","Expression profiling by array, count, 2 infection sets","GDS1237","GPL570",6,"GSE2600"
1313,"Pediatric acute lymphoblastic leukemia subtypes","Homo sapiens","Expression profiling by array, log ratio, 3 disease state sets","GDS1235","GPL2011",36,"GSE2604"
1314,"Hematopoietic stem cell and progenitor cell comparison (HG-U133B)","Homo sapiens","Expression profiling by array, count, 2 cell type, 2 tissue sets","GDS1231","GPL97",18,"GSE2666"
1315,"Hematopoietic stem cell and progenitor cell comparison (HG-U133A)","Homo sapiens","Expression profiling by array, count, 2 cell type, 2 tissue sets","GDS1230","GPL96",18,"GSE2666"
1316,"Chronic myelogenous leukemia response to imatinib","Homo sapiens","Expression profiling by array, transformed count, 2 cell type, 2 other sets","GDS1221","GPL8300",28,"GSE2535"
1317,"Malignant pleural mesothelioma","Homo sapiens","Expression profiling by array, count, 3 cell type, 2 disease state sets","GDS1220","GPL96",54,"GSE2549"
1318,"Acute myeloblastic leukemia cells response to all trans retinoic acid and valproic acid","Homo sapiens","Expression profiling by array, count, 4 agent sets","GDS1215","GPL96",4,"GSE2668"
1319,"Tumor necrosis factor effect in the absence of NF-kappaB activity: time course","Homo sapiens","Expression profiling by array, count, 2 agent, 4 time sets","GDS1212","GPL8300",32,"GSE2624"
1320,"Gastric cancer","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS1210","GPL80",30,"GSE2685"
1321,"Sarcoma and hypoxia","Homo sapiens","Expression profiling by array, count, 2 disease state, 23 tissue sets","GDS1209","GPL96",54,"GSE2719"
1322,"Lung cancer cell line response to motexafin gadolinium: time course","Homo sapiens","Expression profiling by array, count, 2 agent, 3 time sets","GDS1204","GPL96",18,"GSE2189"
1323,"Glaucomatous astrocytes from the optic nerve head","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS1112","GPL8300",13,"GSE2378"
1324,"Normal tissues of various types","Homo sapiens","Expression profiling by array, count, 36 tissue sets","GDS1096","GPL96",36,"GSE2361"
1325,"Hematopoeitic stem cells of various types","Homo sapiens","Expression profiling by array, count, 3 cell type sets","GDS1095","GPL8300",6,"GSE1493"
1326,"Estrogen receptor alpha/beta heterodimer action in response to estrogen and tamoxifen","Homo sapiens","Expression profiling by array, count, 3 agent, 3 genotype/variation sets","GDS1094","GPL201",45,"GSE2292"
1327,"Normal tissues of diverse types (SHDP)","Homo sapiens","Expression profiling by array, log ratio, 4 tissue sets","GDS1088","GPL1826",11,"GSE2193"
1328,"Normal tissues of diverse types (SHBW)","Homo sapiens","Expression profiling by array, log ratio, 20 tissue sets","GDS1085","GPL1823",35,"GSE2193"
1329,"E2F-1 overexpression effect on melanoma cells","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS1078","GPL8300",4,"GSE1562"
1330,"AML1-ETO fusion protein effect on CD34+ hematopoietic cells","Homo sapiens","Expression profiling by array, count, 2 agent, 2 cell type sets","GDS1074","GPL8300",4,"GSE2049"
1331,"Plasma cell dyscrasias","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS1067","GPL96",52,"GSE2113"
1332,"Mitochondrial encephalomyopathies associated with mitochondrial DNA mutations","Homo sapiens","Expression profiling by array, count, 3 disease state, 3 genotype/variation sets","GDS1065","GPL96",15,"GSE1462"
1333,"Acute myeloid leukemia subclasses","Homo sapiens","Expression profiling by array, count, 8 disease state sets","GDS1064","GPL96",43,"GSE1729"
1334,"Primary effusion lymphomas and associated viral infections","Homo sapiens","Expression profiling by array, count, 2 cell type, 3 infection sets","GDS1063","GPL96",21,"GSE2149"
1335,"Squamous cell carcinoma of the oral cavity with lymph node metastasis","Homo sapiens","Expression profiling by array, count, 2 disease state, 2 tissue sets","GDS1062","GPL96",27,"GSE2280"
1336,"Acute myeloid leukemia response to chemotherapy","Homo sapiens","Expression profiling by array, count, 2 disease state, 4 other sets","GDS1059","GPL8300",58,"GSE2191"
1337,"Valproic acid effect on theca cells (HG-U133B)","Homo sapiens","Expression profiling by array, count, 2 agent, 2 disease state sets","GDS1051","GPL97",13,"GSE1615"
1338,"Valproic acid effect on theca cells (HG-U133A)","Homo sapiens","Expression profiling by array, count, 2 agent, 2 disease state sets","GDS1050","GPL96",13,"GSE1615"
1339,"Lymphoblastoid cell lines from CEPH/Utah families","Homo sapiens","Expression profiling by array, log ratio, 15 specimen sets","GDS1048","GPL564",167,"GSE1726"
1340,"Microglial cell response to interferon-gamma: time course","Homo sapiens","Expression profiling by array, count, 2 agent, 4 specimen, 3 time sets","GDS1036","GPL96",24,"GSE1432"
1341,"Severe acute respiratory syndrome expression profile","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS1028","GPL201",14,"GSE1739"
1342,"Hematopoietic stem cell engraftment in goat","Homo sapiens; Capra hircus","Expression profiling by array, count, 2 protocol, 2 species, 2 tissue sets","GDS1023","GPL96",23,"GSE1801"
1343,"Lung pneumocyte response to Pseudomonas aeruginosa type III secretion system mutants","Homo sapiens","Expression profiling by array, count, 7 genotype/variation, 2 infection sets","GDS1022","GPL8300",16,"GSE1469"
1344,"Post-traumatic stress disorder development","Homo sapiens","Expression profiling by array, count, 2 disease state, 3 other, 2 time sets","GDS1020","GPL91",33,"GSE860"
1345,"Idiopathic and scleroderma-associated pulmonary fibrosis derived fibroblasts response to TGFbeta","Homo sapiens","Expression profiling by array, count, 2 agent, 3 disease state sets","GDS1012","GPL8300",18,"GSE1724"
1346,"Bronchoalveolar lavage cells of lung transplant recipients with acute rejection","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS999","GPL96",34,"GSE2018"
1347,"Endoplasmic reticulum membrane-associated genes in breast cancer cell line MCF-7","Homo sapiens","Expression profiling by array, transformed count, 2 protocol sets","GDS992","GPL96",6,"GSE1400"
1348,"Kaposi's sarcoma-associated herpesvirus and Epstein-Barr virus infected cell lines","Homo sapiens","Expression profiling by array, count, 6 cell line, 4 infection sets","GDS989","GPL91",6,"GSE1880"
1349,"Kaposi's sarcoma-associated herpesvirus LANA overexpression in B lymphoid cells: time course","Homo sapiens","Expression profiling by array, count, 3 cell line, 2 protocol, 8 time sets","GDS988","GPL8300",14,"GSE1880"
1350,"Kidney transplant response to calcineurin inhibitor-free immunosuppression using sirolimus","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS987","GPL96",41,"GSE1743"
1351,"Rhabdomyosarcoma and Ewing's sarcoma comparison","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS971","GPL91",23,"GSE967"
1352,"Bone marrow prolonged storage effects","Homo sapiens","Expression profiling by array, count, 3 time sets","GDS969","GPL8300",9,"GSE1347"
1353,"Radiation therapy toxicity association with abnormal transcriptional response to DNA damage","Homo sapiens","Expression profiling by array, count, 3 agent, 4 disease state, 57 individual sets","GDS968","GPL8300",171,"GSE1725"
1354,"Macular degeneration and dermal fibroblast response to sublethal oxidative stress","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS963","GPL8300",36,"GSE1719"
1355,"Peripheral blood mononuclear cells and the effect of exercise","Homo sapiens","Expression profiling by array, count, 3 time sets","GDS962","GPL96",15,"GSE1140"
1356,"Diabetic nephropathy","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS961","GPL8300",6,"GSE1009"
1357,"Familial combined hyperlipidemia","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS946","GPL96",24,"GSE1010"
1358,"Skeletal myoblast cell line KM109 differentiation: time course (II, dye-swap)","Homo sapiens","Expression profiling by array, log ratio, 5 time sets","GDS945","GPL784",5,"GSE909"
1359,"Skeletal myoblast cell line KM109 differentiation: time course (II)","Homo sapiens","Expression profiling by array, log ratio, 5 time sets","GDS944","GPL784",5,"GSE909"
1360,"Skeletal myoblast cell line KM109 differentiation: time course (I, dye-swap)","Homo sapiens","Expression profiling by array, log ratio, 5 time sets","GDS943","GPL783",5,"GSE908"
1361,"Skeletal myoblast cell line KM109 differentiation: time course (I)","Homo sapiens","Expression profiling by array, log ratio, 5 time sets","GDS942","GPL783",5,"GSE908"
1362,"Kaposi sarcoma-associated herpesvirus infection of primary human dermal endothelial cells","Homo sapiens","Expression profiling by array, count, 2 protocol sets","GDS940","GPL96",4,"GSE1377"
1363,"Ewing family tumor cells: effect of transfection","Homo sapiens","Expression profiling by array, count, 3 cell line, 3 isolate sets","GDS918","GPL91",9,"GSE1823"
1364,"Whole blood RNA isolation and leukocyte RNA purification: comparison of methods","Homo sapiens","Expression profiling by array, count, 2 protocol, 2 tissue sets","GDS917","GPL96",16,"GSE1343"
1365,"Ewing family tumor histogenetic origin","Homo sapiens","Expression profiling by array, count, 3 cell line sets","GDS916","GPL96",9,"GSE1822"
1366,"Metabolic syndrome response to exercise intervention (HG-95A)","Homo sapiens","Expression profiling by array, count, 3 time sets","GDS915","GPL8300",8,"GSE1295"
1367,"DNA damage from ultraviolet and ionizing radiation effect on peripheral blood lymphocytes","Homo sapiens","Expression profiling by array, count, 3 agent, 15 individual sets","GDS913","GPL8300",45,"GSE1977"
1368,"Growth-arrested cell: serum deprivation and contact inhibition growth-arrest comparison","Homo sapiens","Expression profiling by array, count, 3 growth protocol sets","GDS911","GPL571",9,"GSE1692"
1369,"Alternative splicing in five tissues (dye-swap)","Homo sapiens","Expression profiling by array, log ratio, 5 tissue sets","GDS910","GPL1704",9,"GSE1989"
